Ia,Ib,Ic,Va,Vb,Vc,G,C,B,A,Fault_Code,Fault_Type
-0.8269141817924455,-0.009214893410551738,0.8261865616003933,-0.022504419575716077,0.038934077829770396,-0.0022152520723919718,0,1,1,1,0111,LLL Fault
-0.34569900168195294,0.035511844913824565,-0.06317761553939702,-0.5287547608795657,0.964465153833228,-0.43771719624574246,1,0,0,1,1001,LG Fault
-0.08193755116488323,0.06965886354245897,0.0022956551641130363,-0.04537565817355256,-0.8096266662027852,0.8853800990556312,0,0,0,0,0000,No Fault
-0.06649868329623812,0.8920643985994585,-0.8318725346710438,0.08030493374170916,-0.014305480376198833,-0.051047310526896046,0,1,1,1,0111,LLL Fault
-0.0007836999495282803,-0.022311519424786264,0.01427446158497991,0.9924458922782611,-0.5361628057937441,-0.43384614646889297,0,0,0,0,0000,No Fault
0.6331679468786159,0.35239814235400707,-0.9865388461737122,0.08910734365449201,-0.061688341339883726,-0.011591034101395493,1,1,1,1,1111,LLLG Fault
0.02107081785018223,0.06043895680839571,-0.0659085785537065,-0.6030950833677132,0.8960716818499974,-0.2934884424034027,1,0,0,1,1001,LG Fault
-0.8739938240372803,0.02370829687057471,0.8396526416313327,-0.03732652629632219,0.04524005426275706,0.00622050533429719,0,1,1,1,0111,LLL Fault
0.8725437953739061,0.03228927308448811,0.01819870321902665,0.2303071090327415,-0.750745502580459,0.5489679261676493,1,0,0,1,1001,LG Fault
0.24045689233283887,0.7103638888016478,0.054703780361834584,0.088630870755239,-0.5015674132085649,0.4371131486449871,1,0,1,1,1011,LLG Fault
-0.06667034788731424,0.8922448882333975,-0.831973021647678,0.08028445828602067,-0.014289265350838326,-0.05104330516645077,0,1,1,1,0111,LLL Fault
-0.7076671099869665,-0.07306442025557147,0.027816219772273554,0.5266986172639433,-0.42071824165164734,-0.08449939829023355,1,0,0,1,1001,LG Fault
-0.8814924995138442,0.039208776043945674,0.8315378425644389,-0.036717811556390055,0.04571535517080439,0.0051258563196591046,0,1,1,1,0111,LLL Fault
0.06043831854716257,0.005290696340959346,-0.07421970301946651,0.2722695293007106,0.6984608734338792,-0.969813021389376,0,0,0,0,0000,No Fault
-0.6828015450457074,0.2535751495873043,-0.012528091771820966,0.17079208052890488,0.3055295868588981,-0.4676787814009592,1,0,1,1,1011,LLG Fault
0.987877810609291,-0.6157822688745198,-0.36696759372174065,0.04364017828477593,-0.08347144134605505,0.056193138408116836,1,1,1,1,1111,LLLG Fault
0.3994704493295676,0.01278541501233351,0.0014724996917968684,0.5311439653292613,-0.9519639308185813,0.4523703547911595,1,1,1,1,1111,LLLG Fault
